Incident_Address,fines,missed_count,total_requests
"1805 Castleman Dr, Nashville, TN 37215, United States",0,1,1
"1805 Cloverleaf Dr, Nashville, TN 37216, United States",0,1,1
"1805 Jones Ave, Nashville, TN 37207, United States",0,1,1
"1805 Manchester Ave, Nashville, TN 37218, United States",0,1,1
"1805 Ordway Pl, Nashville, TN 37206, United States",0,1,1
"1805 Shackleford Rd, Nashville, TN 37215, United States",200,2,2
"1805 Stable Ct, Nashville, TN 37115, United States",400,3,3
"1805 State St, Nashville, TN 37203, United States",600,4,4
"1806 Forrest Ave, Nashville, TN 37206, United States",0,1,1
"1806 S Hamilton Rd, Nashville, TN 37218, United States",400,3,3
1806 eastland ave,200,2,2
1807 26TH AVE N,200,2,2
"1807 Cross St, Nashville, TN 37207, United States",200,2,2
1807 Electric Ave,0,1,1
"1807 Electric Ave, Nashville, TN 37206, United States",0,1,1
1807 Hillside Ave,0,1,1
1807 Lillian St,200,2,2
1807 Lillian st,0,1,1
1807 Sevier St B,0,1,1
"1807 Shackleford Rd, Nashville, TN 37215, United States",200,2,6
1807 Wild Oaks Ct,0,1,1
1807 wild oaks ct,400,3,3
"1808 4th Ave N, Nashville, TN 37208, United States",400,3,3
"1808 CEDAR LN, 37212",0,1,1
"1808 Cedar Ln, Nashville, TN 37212, United States",0,1,1
1808 Eastland Ave,400,3,3
"1808 Rosebank Ave, Nashville, TN 37216, United States",0,1,1
"1808 Stewart Pl, Nashville, TN 37203, United States",0,1,1
1808 manchester ave,200,2,2
1809 7th Ave N,0,1,1
"1809 7th Ave N, Nashville, Tennessee, 37208",0,1,1
"1809 Ashwood Ave, Nashville, TN 37212, United States",0,1,1
"1809 Rosecrans Ct, Brentwood, TN 37027, United States",0,1,1
"1809 S Hamilton Rd, Nashville, TN 37218, United States",0,1,1
"1809 Stable Ct, Nashville, TN 37115, United States",0,1,1
1809 underwood st,0,1,1
"181 Old Tusculum Rd, Antioch, TN 37013, USA",0,1,1
"181 Thompson Ln, Nashville, TN 37211, United States",0,1,1
"1810 Branch St, Nashville, TN 37216, United States",0,1,1
1810 EASTLAND AVE,0,1,1
1810 Joy Cir,0,1,1
"1810 Lombardy Ave, Nashville, TN 37215, United States",400,3,3
"1810 OSAGE ST, 37208",400,3,3
"1810 Osage St, Nashville, TN 37208, United States",0,1,1
"1810 Shackleford Rd, Nashville, TN 37215, United States",0,1,1
1810 eastland ave,0,1,1
"1811 4th Ave N, Nashville, TN 37208, United States",0,1,1
"1811 Elizabeth Rd, Nashville, TN 37218, United States",200,2,2
"1811 Hayden Dr, Nashville, TN 37216, United States",0,1,1
"1811 Shackleford Rd, Nashville, TN 37215, United States",0,1,1
1811 UNDERWOOD ST,0,1,1
"1812 16th Ave N, Nashville, TN 37208, United States",0,1,1
"1812 28th Ave N, Nashville, TN 37208, United States",0,1,1
"1812 6th Ave N, Nashville, TN 37208, United States",0,1,1
"1812 6th Ave N, Nashville, Tennessee, 37208",0,1,1
"1812 Cedar Ln, Nashville, TN 37212, United States",0,1,1
1812 LAKEHURST DR,400,3,3
"1812 Lakehurst Dr, Nashville, TN 37206, United States",200,2,2
"1812 Lischey Ave, Nashville, TN 37207, United States",0,1,1
"1812 Lombardy Ave, Nashville, TN 37215, United States",200,2,2
"1812 Manchester Ave, Nashville, TN 37218, United States",0,1,1
1812 RUSSELL ST,0,1,1
"1812 Russell St, Nashville, Tennessee, 37206",0,1,1
"1812 Stewart Pl, Nashville, TN 37203, United States",0,1,1
"1813 Eastside Ave, Nashville, Tennessee, 37206",0,1,1
"1813 Jones Ave, Nashville, TN 37207, United States",0,1,1
"1813 Lombardy Ave, Nashville, TN 37215, United States",0,1,1
"1813 Manchester Ave, Nashville, TN 37218, United States",200,2,2
1813 Welcome Ln,0,1,1
"1813 Welcome Ln, Nashville, TN 37216, United States",0,1,1
1813 hermosa st,200,2,2
1814 A  Elliott AVe,0,1,1
1814 Boscobel St,600,4,4
"1814 Boscobel St, Nashville, TN 37206, United States",0,1,1
"1814 Lombardy Ave,Nashville,TN 37215,United States",0,1,1
1814 Wildwood Ave,0,1,1
1814 elliott ave,0,1,1
1815 26TH AVE N,0,1,1
1815 7th ave n,0,1,1
"1815 Boscobel St, Nashville, TN 37206, United States",0,1,1
1815 Heiman St,200,2,2
"1815 Hermosa St, Nashville, TN 37208, United States",0,1,1
1815 LILLIAN ST,0,1,1
1815 Lillian St,0,1,1
1815 WOODMONT BLVD,400,3,8
1815 Woodmont Blvd,0,1,1
"1815 Woodmont Blvd, Nashville, TN 37215, United States",800,5,5
"1816 10th Ave S, Nashville, TN 37203, United States",0,1,1
1816 10th ave s,0,1,1
"1816 26th Ave N, Nashville, TN 37208, United States",0,1,1
"1816 Glade St, Nashville, TN 37207, United States",0,1,1
1816 Jo Johnston Ave,200,2,2
"1816 Jo Johnston Ave, Nashville, TN 37203, United States",3000,16,16
1816 Knowles St,600,4,1
"1816 Knowles St, Nashville, TN 37208, United States",200,2,2
"1816 Lombardy Ave, Nashville, TN 37215, United States",400,3,3
1817 5th Ave N B,200,2,2
"1817 Shackleford Rd, Nashville, TN 37215, United States",0,1,1
"1817 Woodmont Blvd, Nashville, TN 37215, United States",0,1,1
1818 28th ave n,1400,8,2
1818 4th Ave N A,0,1,1
"1818 Morena St, Nashville, TN 37208, United States",0,1,1
"1818 Neal Terrace, Nashville, TN 37203, United States",0,1,1
"1818 Scovel St, Nashville, TN 37208, United States",200,2,6
"1818 Shackleford Rd, Nashville, TN 37215, United States",0,1,1
"1818 Tammany Dr, Nashville, TN 37216, United States",0,1,1
1818 martin st,0,1,1
1818 neal ter,0,1,1
1819 10th Ave S,400,3,3
1819 12th ave n,0,1,1
"182 Tusculum Rd, Nashville, TN 37013, United States",200,2,2
"182 Woodson Ln, Nashville, TN 37211, United States",0,1,1
182 tusculum rd,0,1,1
1820 6th ave n,200,2,2
"1820 Champions Dr, Nashville, TN 37211, United States",0,1,1
"1820 Welcome Ln, Nashville, TN 37216, United States",0,1,1
1821 12th Ave N,0,1,1
1821 CEDAR LN,0,1,1
"1821 Cedar Ln, Nashville, TN 37212, United States",0,1,1
1821 Ed Temple Blvd,800,5,5
1821 cedar ln,0,1,1
"1822 Ordway Pl, Nashville, TN 37206, United States",0,1,1
"1822 Wild Oaks Ct, Nashville, TN 37013, United States",0,1,1
"1823 Lombardy Ave, Nashville, TN 37215, United States",200,2,2
"1824 4th Ave N, Nashville, TN 37208, United States",0,1,1
"1824 Jefferson St, Nashville, TN 37208, United States",200,2,2
"1824 Knowles St, Nashville, TN 37208, United States",0,1,1
1824 Shackleford Rd B,200,2,2
"1824 Underwood St, Nashville, TN, USA",0,1,1
"1824A 6th Ave N, Nashville, TN 37208, United States",0,1,1
"1825 5th Ave N, Nashville, TN 37208, United States",200,2,2
"1825 Heiman St, Nashville, TN 37208, United States",0,1,1
"1825 Hermosa St, Nashville, TN 37208, United States",200,2,2
1825 Morena St,0,1,1
"1825 Morena St, Nashville, TN 37208, United States",200,2,1
1825 underwood st,200,2,2
"1826 Scovel St, Nashville, TN 37208, United States",200,2,2
1826 green hills dr,0,1,1
1826 wild oaks ct,0,1,1
"1827 Heiman St, Nashville, TN 37208, United States",400,3,3
1827 heiman st,0,1,1
"1828 Olive Cir, Nashville, TN 37217, United States",0,1,1
1828 Wild Oaks Ct,200,2,2
"183 Kenner Ave, Nashville, TN 37205, United States",0,1,1
"183 Mccall St, Nashville, TN 37211, United States",200,2,2
"183 Nashboro Greens, Nashville, TN 37217, United States",0,1,1
183 THOMPSON LN,200,2,2
1831 Glade St,0,1,1
1832 4th Ave N,0,1,1
"1832 Willow Springs Dr, Nashville, TN 37216, United States",0,1,1
1833 glade st,0,1,1
1834 welcome ln,0,1,1
1835 Hermosa St,800,5,5
"1835 Hermosa St, Nashville, TN 37208, United States",0,1,1
1837 meade ave,0,1,1
184 2nd Ave N,0,1,1
"184 Carnavon Pkwy, Nashville, TN 37205, United States",0,1,1
"184 Tusculum Rd, Nashville, TN 37013, United States",0,1,1
"1842 25th Ave N, Nashville, TN 37208, United States",0,1,1
"1843 Willow Springs Dr, Nashville, TN 37216, United States",0,1,1
"1844 25th Ave N, Nashville, Tennessee, 37208",0,1,1
1844 Liberia St,400,3,3
1847 wild oaks ct,0,1,1
185 Antioch Pike,800,5,5
185 Kenner Ave B,0,1,1
"185 Kenner Ave, Nashville, TN 37205, United States",0,1,1
185 Kenner ave B,0,1,1
"185 Mccall St, Nashville, TN 37211, United States",200,2,2
"185 Nashboro Greens, Nashville, TN 37217, United States",0,1,1
"185 Woodson Ln, Nashville, TN 37211, United States",0,1,1
"1853 SPRUCEWOOD LN, 37211",0,1,1
"1853 Sprucewood Ln, Nashville, TN 37211, United States",0,1,1
1853 sprucewood ln,0,1,1
1854 Wild Oaks Ct,0,1,1
"186 Sheila Dr, Nashville, TN 37013, United States",0,1,1
"1864 Olive Cir, Nashville, TN 37217, United States",0,1,1
1866 Shaylin Loop,0,1,1
1868 Wild Oaks Ct,400,3,3
"1868 Wild Oaks Ct, Nashville, TN 37013, United States",0,1,1
1868 wild oaks ct,0,1,1
"187 Nashboro Greens, Nashville, TN 37217, United States",0,1,1
187 Townes Dr,0,1,1
"187 Townes Dr, Nashville, TN 37211, United States",0,1,1
"187 Tusculum Rd, Nashville, TN 37013, United States",0,1,1
187 chamberlin st,0,1,1
187 rural ave,0,1,1
"1872 Wild Oaks Ct, Nashville, TN 37013, United States",200,2,2
"188 Chilton St, Nashville, TN 37211, United States",0,1,1
"188 Radnor St, Nashville, TN 37211, United States",0,1,1
188 TUSCULUM RD,0,1,1
"188 Tusculum Rd, Nashville, TN 37013, United States",0,1,1
"189 Ocala Dr, Nashville, TN 37211, United States",0,1,1
"189 Pineapple Ln, Nashville, TN 37013, United States",0,1,1
"189 Wheeler Ave, Nashville, TN 37211, United States",0,1,1
"19 E Thompson Ln, Nashville, TN 37211, United States",0,1,1
"19 Harding Industrial Dr, Nashville, Tennessee, 37211",0,1,1
"19 Heritage Glen Ct, Nashville, TN 37115, United States",200,2,2
190 Empire Dr,0,1,1
"190 Empire Dr, Nashville, TN 37211, United States",600,4,4
"190 Wheeler Ave, Nashville, TN 37211, United States",0,1,1
"1900 Lombardy Ave, Nashville, TN 37215, United States",0,1,1
"1900 Marcella Dr, Nashville, TN 37217, United States",0,1,1
"1900 Richard Jones Rd, Nashville, TN 37215, United States",0,1,1
"1901 Demarius Dr, Nashville, TN 37216, United States",0,1,1
"1901 Eastside Ave, Nashville, TN 37206, United States",0,1,1
"1901 Shelby Ave, Nashville, TN 37206, United States",0,1,1
"1901 Warfield Dr, Nashville, Tennessee, 37215",0,1,1
1901 fatherland st,0,1,1
1902 Lathan Ct,0,1,1
"1902 Lathan Ct, Nashville, TN 37207, United States",200,2,2
"1902 Lombardy Ave, Nashville, TN 37215, United States",0,1,1
1902 MERIDIAN ST,0,1,1
"1902 Pinehurst Dr, Nashville, TN 37216, United States",0,1,1
1902 salem mason dr,0,1,1
1902 scovel st,0,1,1
"1903 Beechwood Ave, Nashville, TN 37212, United States",0,1,1
"1903 Cahal Ave, Nashville, TN 37206, United States",0,1,4
1903 Fatherland St,0,1,1
"1903 McGavock Pk, Nashville, TN 37216, United States",0,1,1
"1903 Nashboro Blvd, Nashville, TN 37217, United States",0,1,1
1903 S Hamilton Rd,200,2,2
1903 Shelby Ave,600,4,4
1903 VALLEY PARK DR,0,1,1
1903 cahal ave,0,1,1
"1904 28th Ave N, Nashville, TN 37208, United States",0,1,1
"1904 Hayes St, Nashville, TN 37203, United States",200,2,2
1904 Haynes St,0,1,1
1904 LIBERTY SQ,0,1,1
1904 MeHarry Blvd,0,1,1
"1904 Russell St, Nashville, TN 37206, United States",0,1,1
"1904 Terragon Ct, Nashville, TN 37013, United States",200,2,2
"1904 Truett Ave, Nashville, TN 37206, United States",0,1,1
1905 28th ave n,0,1,1
1905 Berkshire Dr,0,1,1
"1905 Lombardy Ave, Nashville, TN 37215, United States",200,2,2
"1905 Lynmeade Ct, Nashville, TN 37210, United States",0,1,1
1905 Terragon Ct,400,3,3
"1906 Bernard Ave, Nashville, TN 37212, United States",0,1,1
"1906 Eastside Ave, Nashville, TN 37206, United States",0,1,1
1906 Franklin Ave,0,1,1
"1906 KIMBARK DR, 37215",0,1,1
1906 Kimbark Dr,0,1,1
"1906 Lathan Ct, Nashville, TN 37207, United States",200,2,2
1906 Russell St,0,1,1
1906 Shelby Ave B,200,2,2
1906 meridian st,0,1,1
1906 wild oaks ct,200,2,2
"1907 26th Ave N, Nashville, TN 37208, United States",0,1,1
1907 Electric Ave,0,1,1
"1907 Elliott Ave, Nashville, TN 37204, United States",0,1,1
"1907 S Hamilton Rd, Nashville, TN 37218, United States",0,1,1
"1907 Shelby Ave, Nashville, TN 37206, United States",0,1,1
1907 elliott ave,0,1,1
"1908 15th Ave S, Nashville, TN 37212, United States",0,1,1
"1908 28th Ave N, Nashville, TN 37208, United States",0,1,1
"1908 Heiman St, Nashville, TN 37208, United States",0,1,1
"1908 Paragon Dr, Nashville, TN 37211, United States",0,1,1
"1908 Sheridan Rd, Nashville, TN 37206, United States",200,2,2
"1908 Terragon Ct, Nashville, TN 37013, United States",0,1,1
"1909 21st Ave S, Nashville, TN 37212, United States",0,1,1
"1909 Lathan Ct, Nashville, TN 37207, United States",0,1,1
"1909 Lombardy Ave, Nashville, TN 37215, United States",200,2,2
"1909 Seasons Lake Ct, Nashville, TN 37013, United States",600,4,10
"1909 Terragon Ct, Nashville, TN 37013, United States",0,1,1
1909 long ave,0,1,1
1909 seasons lake ct,400,3,3
1909 terragon ct,200,2,2
"191 Mccall St, Nashville, TN 37211, United States",0,1,1
"191 Radnor St, Nashville, TN 37211, United States",0,1,1
1910 21st Ave S,0,1,1
"1910 Lebanon Pike, Nashville, TN 37210, United States",0,1,1
1910 Linden Ave,400,3,3
1910 SWEETBRIAR AVE,0,1,1
"1910 Salem Mason Dr, Nashville, TN 37208, United States",0,1,1
"1910 Sweetbriar Ave, Nashville, TN 37212, United States",0,1,1
1910 Truett Ave,0,1,1
"1910 Truett Ave, Nashville, TN 37206, United States",0,1,1
"1910 WILD OAKS CT, 37013",0,1,1
1910 franklin ave,0,1,1
1910 wild oaks ct,0,1,1
"1911 Blair Blvd, Nashville, Tennessee, 37212",0,1,1
"1911 HAYNES ST, 37207",400,3,3
"1911 Herman St, Nashville, TN 37208, United States",0,1,1
"1911 MCGAVOCK PIKE, 37216",0,1,1
1911 SALEM MASON DR,200,2,2
1911 haynes st,0,1,1
1911 s hamilton rd,0,1,1
"1912 Charlotte Ave, Nashville, TN 37203, United States",200,2,2
"1912 Lombardy Ave, Nashville, TN 37215, United States",400,3,3
"1912 Lynmeade Ct, Nashville, TN 37210, United States",0,1,1
"1912 Riverwood Dr, Nashville, TN 37216, United States",0,1,1
1912 ashwood ave,0,1,1
1912 boscobel st,0,1,1
1912 kimbark dr,0,1,1
1913 Britt Pl,0,1,1
"1913 Britt Pl, Nashville, TN 37208, United States",0,1,1
"1913 Electric Ave, Nashville, Tennessee, 37206",0,1,1
1913 LIBERTY SQ,0,1,1
"1913 Peaceful Brook Dr, Antioch, Tennessee, 37013",0,1,1
"1913 Terragon Ct, Nashville, TN 37013, United States",400,3,3
1913 fatherland st,0,1,1
"1914 Ashwood Ave, Nashville, TN 37212, United States",0,1,1
1914 Beechwood Ave,0,1,1
"1914 Beechwood Ave, Nashville, TN 37212, United States",0,1,1
1914 Blair Blvd,600,4,4
"1914 Boscobel St, Nashville, TN 37206, United States",0,1,1
1914 RUSSELL ST,0,1,1
1914 blair blvd,0,1,1
1915 Beechwood Ave,0,1,1
1915 Blair Blvd,0,1,1
"1915 Boscobel St, Nashville, TN 37206, United States",0,1,1
1915 Dahlia Cir,200,2,2
"1915 Dahlia Cir, Nashville, TN 37210, United States",0,1,1
1915 RANDOLPH PL,0,1,1
1915 delta ave,0,1,1
1916 Castleman Dr,400,3,3
1916 Castleman Drive 37215,0,1,1
"1916 Eastland Ave, Nashville, TN 37206, United States",200,2,2
"1916 Riverwood Dr, Nashville, TN 37216, United States",0,1,1
1916 S Hamilton Rd,1600,9,9
"1916 S Hamilton Rd, Nashville, TN 37218, United States",0,1,1
1916 castleman dr,200,2,2
"1917 28th Ave N, Nashville, TN 37208, United States",200,2,2
"1917 Cephas St, Nashville, TN 37208, United States",0,1,1
1917 Church St,0,1,1
"1917 Church St, Nashville, TN 37203, United States",400,3,3
1917 Dabbs Ave,0,1,1
"1917 Meadowcliff Dr, Nashville, TN 37210, United States",0,1,1
"1917 Overhill Dr, Nashville, TN 37215, United States",0,1,1
1917 S Hamilton RD,0,1,1
1917 Valley Park Dr,0,1,1
1917 church st,0,1,1
1917 eastland ave,0,1,1
"1918 Ashwood Ave, Nashville, TN 37212, United States",0,1,1
"1918 Kimbark Dr, Nashville, TN 37215, United States",0,1,1
1918 Riverwood Dr,0,1,1
"1919 11th Ave N, Nashville, TN 37208, United States",0,1,1
"1919 Blair Blvd, Nashville, TN 37212, United States",400,3,3
"1919 Nashboro Blvd, Nashville, TN 37217, United States",0,1,1
"1919 Warfield Dr, Nashville, TN 37215, USA",0,1,1
"192 KENNER AVE, 37205",0,1,1
192 kenner ave,0,1,1
"1920 18th Ave S, Nashville, TN 37212, United States",400,3,3
"1920 Castleman Dr, Nashville, TN 37215, United States",0,1,1
"1920 Herman St, Nashville, TN 37208, United States",200,2,2
"1920 Woodmont Blvd, Nashville, TN 37215, United States",0,1,1
1920 portland ave,0,1,1
1921 19TH AVE S,200,2,2
1921 19th Ave S,200,2,2
"1921 LIBERTY SQ, 37215",0,1,1
"1922 CASTLEMAN DR, 37215",0,1,1
"1922 Warfield Dr, Nashville, TN 37215, United States",0,1,1
1923 28th Ave N,0,1,1
"1924 16th Ave N, Nashville, TN 37208, United States",0,1,4
1925 seminole ave,0,1,1
1926 14th Ave N,0,1,1
"1926 14th Ave N, Nashville, TN 37208, United States",0,1,1
"1927 Nashboro Blvd, Nashville, TN 37217, United States",0,1,1
1927 Valley Park Dr,0,1,1
"1928 Dahlia Dr, Nashville, TN 37210, United States",0,1,1
"1929 Warfield Dr, Nashville, TN 37215, United States",0,1,1
"193 McCall St, Nashville, Tennessee, 37211",0,1,1
"193 Mccall St, Nashville, TN 37211, United States",200,2,2
"193 Ocala Dr, Nashville, TN 37013, United States",0,1,1
"193 Thompson Ln, Nashville, TN 37211, United States",600,4,4
"1930 19th Ave S, Nashville, TN 37212, United States",0,1,1
"1930 Riverwood Dr, Nashville, TN 37216, United States",0,1,1
1931 Berkshire Dr,0,1,1
"1931 Valley Park Dr, Nashville, TN 37216, United States",200,2,2
1931 church st,200,2,2
"1932 Berkshire Dr, Nashville, TN 37216, United States",0,1,4
"1933 20th Ave S, Nashville, TN 37212, United States",0,1,1
"1937 Nashboro Blvd, Nashville, TN 37217, United States",200,2,2
194 Forestwood Dr,0,1,1
"194 Townes Dr, Nashville, TN 37211, United States",0,1,1
"1941 Cement Plant Rd, Nashville, TN 37208, United States",200,2,2
"1944 Wild Oaks Ct, Nashville, TN 37013, United States",0,1,1
1952 Wild Oaks Ct,200,2,2
"1952 Wild Oaks Ct, Nashville, TN 37013, United States",0,1,1
1952 Wild oaks Ct,200,2,2
1952 wild oaks ct,0,1,1
"1954 Omohundro Dr, Nashville, TN 37210, United States",400,3,3
"196 Chilton St, Nashville, TN 37211, United States",0,1,1
196 chilton st,200,2,2
1960 Wild Oaks Ct,0,1,1
1961 Nashboro Blvd,0,1,1
"1961 Omohundro Dr, Nashville, TN 37210, United States",0,1,1
1965 Wild Oaks Ct,0,1,1
"1968 Wild Oaks Ct, Nashville, TN 37013, United States",0,1,1
1968 wild oaks ct,0,1,1
"197 Becklea Dr, Nashville, TN 37115, United States",200,2,2
"1971 Nashboro Blvd, Nashville, TN 37217, United States",200,2,2
"1973 DABBS AVE, 37217",0,1,1
"1976 Waterford Dr, Nashville, TN 37138, United States",0,1,1
"198 Bell Rd, Nashville, TN 37217, United States",0,1,1
"198 Forestwood Dr, Nashville, TN 37209, United States",0,1,1
"198 Manchester Ave, Nashville, TN 37206, United States",0,1,1
"1988 Upland Dr, Nashville, TN 37216, United States",0,1,1
199 Castaway Ct,200,2,2
"1994 Upland Dr, Nashville, TN 37216, United States",0,1,1
"2 Sharonwood Dr, Nashville, TN 37215, United States",0,1,1
20 Academy Pl,0,1,1
"20 Academy Pl, Nashville, TN 37210, United States",0,1,1
"20 Lexington Green, Nashville, TN 37215, United States",0,1,1
20 Music Sq W 200,0,1,4
200 2nd Ave S,400,3,3
"200 Antioch Pike, Nashville, TN 37211, United States",200,2,2
200 BROOK HOLLOW RD,0,1,1
"200 Bermuda Dr, Nashville, TN 37214, United States",0,1,1
"200 Blanchard Pl, Nashville, TN 37214, United States",0,1,1
"200 Burns Ave, Nashville, TN 37203, United States",0,1,1
200 Channelkirk Ln,0,1,1
"200 Cloverdale Ct, Nashville, TN 37214, United States",0,1,1
"200 Delaware Ave, Nashville, TN 37115, United States",200,2,2
"200 E CAMPBELL RD, 37115",0,1,1
200 ERROL LN,0,1,1
200 Errol Ln,200,2,2
"200 Hart Ln, Nashville, TN 37207, United States",400,3,1
"200 Lavista Dr, Nashville, TN 37215, United States",0,1,1
"200 Longhunter Cir, Nashville, TN 37217, United States",400,3,3
"200 Luna Dr, Nashville, TN 37211, United States",0,1,1
"200 Madison St, Nashville, TN 37208, United States",0,1,1
"200 Manatee Ct, Nashville, TN 37013, United States",200,2,2
"200 Morganmeade Ct, Nashville, TN 37216, United States",0,1,1
"200 Morton Ave, Nashville, TN 37211, United States",0,1,1
"200 Myrtle St, Nashville, TN 37206, United States",0,1,1
"200 NORWAY TER, 37211",0,1,1
"200 Nashboro Greens Ct, Nashville, TN 37217, United States",600,4,4
"200 Nesbitt Ln, Madison, TN 37115, United States",200,2,2
"200 Nesbitt Ln, Nashville, TN 37115, United States",0,1,1
"200 Noonan Ct, Nashville, TN 37206, United States",0,1,1
"200 Quinn Ct, Nashville, TN 37210, United States",0,1,1
"200 Sailboat Dr, Nashville, TN 37217, United States",0,1,1
"200 Watauga Pl, Brentwood, TN 37027, United States",0,1,1
200 la vista dr,0,1,1
200 morganmeade ct,400,3,3
2000 ASHWOOD AVE,0,1,1
2000 Ashwood Ave,600,4,4
"2000 Ashwood Ave, Nashville, TN 37212, United States",0,1,1
"2000 Linden Ave, Nashville, TN 37212, United States",200,2,2
"2000 Warfield Dr, Nashville, TN 37215, United States",0,1,1
2000 ashwood ave,0,1,1
2000 long ave,0,1,1
"2001 Blair Blvd, Nashville, TN 37212, United States",400,3,3
"2001 Britt Pl, Nashville, TN 37208, United States",0,1,1
2001 Sevier St,0,1,1
"2001 Sevier St, Nashville, TN 37206, United States",0,1,1
"2002 26th Ave N, Nashville, TN 37208, United States",0,1,1
"2002 Ashwood Ave, Nashville, TN 37212, United States",200,2,2
"2002 Eastland Ave 102, Nashville, TN, USA",0,1,1
"2002 Eastland Ave, Nashville, TN 37206, United States",200,2,2
"2002 Eastside Ave, Nashville, TN 37206, United States",0,1,1
"2002 Long Ave, Nashville, TN 37206, United States",0,1,1
2002 olga ave,0,1,1
"2003 Ashwood Ave, Nashville, TN 37212, United States",0,1,1
"2003 RIVERCLIFF DR, 37218",0,1,1
"2003 Scott Ave, Nashville, TN 37206, United States",0,1,1
"2004 Salem Mason Dr, Nashville, TN 37208, United States",0,1,1
"2004 White Ave, Nashville, TN 37204, United States",0,1,1
2004 cedar ln,0,1,1
2005 Baptist World Center Dr,400,3,3
2005 Beechwood Ave,200,2,2
"2005 Farley Pl, Nashville, TN 37210, United States",1400,8,18
2005 Lebanon Pike,600,4,2
"2005 Lebanon Pike, Nashville, TN 37210, United States",400,3,1
"2005 Lombardy Ave, Nashville, TN 37215, United States",0,1,1
"2005 Upland Dr, Nashville, TN 37216, United States",0,1,1
2005 beech ave,0,1,1
2005 beechwood ave,0,1,1
2005 sweetbriar ave,0,1,1
2006 14th ave n,0,1,1
"2006 26TH AVE N, 37208",0,1,1
"2006 Lombardy Ave, Nashville, TN 37215, United States",0,1,1
"2006 S Hamilton Rd, Nashville, TN 37218, United States",0,1,1
"2006 Salem Mason Dr, Nashville, TN 37208, United States",200,2,2
2006 s hamilton rd,0,1,1
"2007 26TH AVE N, 37208",0,1,1
2007 26th Ave N,0,1,1
"2007 Baptist World Center Dr, Nashville, TN 37207, United States",0,1,1
"2007 Beechwood Ave, Nashville, TN 37212, United States",0,1,1
"2007 Eastside Ave, Nashville, TN 37206, United States",0,1,1
2007 Lombardy Ave B,0,1,1
"2007 Lombardy Ave, Nashville, TN 37215, United States",200,2,2
2007 Rivercliff Dr,200,2,2
"2007 Rivercliff Dr, Nashville, Tennessee, 37218",0,1,1
"2007B Lombardy Ave, Nashville, TN 37215, United States",0,1,1
2008 Beech Ave,0,1,1
"2008 Beech Ave, Nashville, Tennessee, 37204",0,1,1
2008 LEATHERBURY CT,0,1,1
"2008 Long Ave, Nashville, TN 37206, United States",200,2,2
2008 eastside ave,400,3,3
2008 long ave,0,1,1
"2009 25th Ave S, Nashville, TN 37212, United States",0,1,1
"2009 Ashwood Ave, Nashville, TN 37212, USA",0,1,1
"2009 Lynmeade Dr, Nashville, TN 37210, United States",0,1,1
"2009 Manchester Ave, Nashville, TN 37218, United States",0,1,1
2009 Oakwood Ave,0,1,1
2009 Quiet Creek Ct,0,1,1
"2009 White Ave, Nashville, TN 37204, United States",0,1,1
2009 lynmeade dr,0,1,1
"201 BEN ALLEN RD, 37207",0,1,1
"201 Barker Rd, Nashville, TN 37214, United States",200,2,2
"201 Cedarcreek Dr, Nashville, TN 37211, United States",0,1,1
201 Channelkirk Ln,0,1,1
"201 Dellrose Dr, Nashville, TN 37214, United States",0,1,1
"201 Graylynn Dr, Nashville, TN 37214, United States",0,1,1
"201 Grizzard Ave, Nashville, TN 37207, United States",0,1,1
"201 Holiday Dr, Nashville, TN 37115, United States",0,1,1
"201 Lisa Ln, Nashville, TN 37210, United States",200,2,2
201 MCCALL ST,0,1,1
"201 Mayfair Rd, Nashville, TN 37205, United States",0,1,1
"201 Mccall St, Nashville, TN 37211, United States",0,1,1
201 Mockingbird Rd,0,1,1
"201 N 9th St, Nashville, TN 37206, United States",0,1,1
"201 Nashboro Greens Ct, Nashville, TN 37217, United States",0,1,1
201 Rolling Fork Ct,0,1,1
201 Woodmont Cir B,0,1,1
"201 ZENYATTA DR, 37013",0,1,1
201 donelson hills dr,0,1,1
"2010 8th Ave S, Nashville, TN 37204, United States",0,1,1
2010 Beech Ave,0,1,1
"2010 Beech Ave, Nashville, TN 37204, United States",400,3,3
"2010 Beech Ave, Nashville, TN, USA",0,1,1
2010 Herman St D,0,1,1
2010 beech ave,0,1,1
2010 rosemary ln,0,1,1
"2010B Castleman Dr, Nashville, TN 37215, United States",0,1,1
"2012 Belmont Blvd, Nashville, TN 37212, United States",0,1,1
"2012 Galbraith Dr, Nashville, TN 37215, United States",0,1,1
2012 Leatherbury Ct,0,1,1
"2012 Leatherbury Ct, Nashville, TN 37013, United States",400,3,3
"2012 Piedmont Ave, Nashville, TN 37216, United States",0,1,1
2012 beechwood ave,0,1,1
2012 clintondale dr,0,1,1
2012 straightway ave,0,1,1
"2012A Galbraith Dr, Nashville, TN 37215, United States",0,1,1
"2013 12th Ave N, Nashville, TN 37208, United States",0,1,1
2013 14TH AVE N,0,1,1
2013 14th ave n,400,3,3
"2013 CASTLEMAN DR, 37215",0,1,1
2013 Riverwood Dr,0,1,1
2013 SCOTT AVE C,0,1,1
2013 Scott Ave A,0,1,1
"2013A Castleman Dr, Nashville, TN 37215, United States",0,1,1
"2014 BELMONT BLVD, 37212",0,1,1
2014 Franklin Ave,0,1,1
